,省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
971,云南省,西南诸河,龙脖渡口,2021-11-16 16:00:00,Ⅱ,21.1,7.76,7.74,250.6,37.2,1.15,0.025,0.051,1.21,*,*,正常
972,云南省,西南诸河,蔓耗桥,2021-11-16 16:00:00,Ⅱ,22.6,7.78,6.86,283,30,1.01,0.025,0.055,1.53,*,*,正常
973,云南省,西南诸河,小河底河,2021-11-16 16:00:00,Ⅳ,20.6,8.4,8.42,447.2,484.4,2.86,0.432,0.221,1.98,*,*,正常
974,云南省,珠江流域,异龙湖中,2021-11-16 16:00:00,Ⅴ,16.5,8.63,8.21,518.8,38.5,15.19,0.025,0.068,0.57,0.008,88601000,正常
975,云南省,珠江流域,长虹桥,2021-11-16 16:00:00,Ⅴ,18.8,7.48,7.55,600.2,136.3,3.4,0.145,0.359,3.59,*,*,正常
976,云南省,珠江流域,江边桥,2021-11-16 16:00:00,Ⅲ,19.5,7.56,7.5,567.6,79.2,2.24,0.025,0.173,4.02,*,*,正常
977,云南省,西南诸河,天保农场,2021-11-16 16:00:00,Ⅱ,19.8,8.16,9.62,363.2,44.3,0.86,0.025,0.046,3.33,*,*,正常
978,云南省,西南诸河,南利大桥,2021-11-16 16:00:00,Ⅰ,18.5,8.1,8.59,318,15.1,0.49,0.025,0.019,2.04,*,*,正常
979,云南省,珠江流域,谷拉河大桥,2021-11-16 16:00:00,Ⅳ,23,7.6,4.76,252.4,11,1.43,0.054,0.013,0.79,*,*,正常
980,云南省,西南诸河,橄榄坝,2021-11-16 12:00:00,Ⅰ,22.9,7.93,8.58,475.1,15.1,0.78,0.025,*,*,*,*,正常
981,云南省,西南诸河,关累码头,2021-11-16 16:00:00,Ⅱ,23,7.94,8.08,313.2,52.3,1.34,0.025,0.028,0.92,*,*,正常
982,云南省,西南诸河,勐仑大桥,2021-11-16 16:00:00,Ⅲ,21.8,8.2,8.24,218.6,107.1,1.45,0.062,0.156,1.26,*,*,正常
983,云南省,西南诸河,风情园大桥,2021-11-16 16:00:00,Ⅲ,22.2,7.65,7.87,99.8,118.5,4.66,0.123,0.096,3.27,*,*,正常
984,云南省,西南诸河,勐捧岔河,2021-11-16 16:00:00,Ⅲ,23.9,7.84,8.31,204.1,107.6,2.23,0.151,0.162,2.55,*,*,正常
985,云南省,西南诸河,打洛江大桥,2021-11-16 16:00:00,,22.5,7.66,8.04,101.4,813.5,--,0.025,0.017,0.7,*,*,维护
986,云南省,西南诸河,金河,2021-11-16 12:00:00,Ⅲ,16.7,8.58,7.75,297.7,5.9,4.42,0.14,0.022,0.74,0.021,*,正常
987,云南省,西南诸河,小关邑,2021-11-16 12:00:00,Ⅳ,17.2,8.06,10.62,302.2,7.9,6.55,0.025,0.017,0.59,0.004,*,正常
988,云南省,西南诸河,南涧小湾电站(澜沧江),2021-11-16 12:00:00,Ⅱ,19.8,7.82,6.16,428.9,2.7,2.52,0.063,*,*,*,*,正常
989,云南省,西南诸河,洱海湖心,2021-11-16 16:00:00,Ⅲ,15.3,8.71,8.05,276.5,3,4.71,0.025,0.028,0.28,0.005,2437880,正常
990,云南省,西南诸河,交汇口,2021-11-16 16:00:00,Ⅱ,14.6,7.85,8.94,452,171.1,0.62,0.025,0.097,1.04,*,*,正常
991,云南省,西南诸河,徐村桥,2021-11-16 16:00:00,Ⅱ,20.6,7.85,8.48,293.6,121.9,1.06,0.188,0.041,2.61,*,*,正常
992,云南省,西南诸河,江尾,2021-11-16 16:00:00,Ⅱ,17.7,8.19,8.27,387.9,5.5,2.13,0.025,0.017,--,*,*,维护
993,云南省,西南诸河,四级坝,2021-11-16 16:00:00,劣Ⅴ,19.4,8.18,6.07,517.9,44,4.26,5.045,0.461,8.71,*,*,正常
994,云南省,西南诸河,汇流电站,2021-11-16 16:00:00,Ⅱ,18.8,7.58,9.05,100.9,51.1,1.67,0.025,0.036,1.13,*,*,正常
995,云南省,西南诸河,迭撒大桥,2021-11-16 16:00:00,,19.8,7.15,5.12,126.6,43.8,--,--,--,--,*,*,维护
996,云南省,西南诸河,风平,2021-11-16 16:00:00,Ⅲ,19,7.62,8.33,187,269.5,2.46,0.37,0.106,2.37,*,*,正常
997,云南省,西南诸河,拉甲木底桥,??,,--,--,--,--,--,--,--,--,--,*,*,维护
998,云南省,西南诸河,丙舍桥,2021-11-16 16:00:00,Ⅰ,14,8.34,10.11,387.9,34.6,1.36,0.025,0.005,0.31,*,*,正常
999,云南省,长江流域,贺龙桥,2021-11-16 16:00:00,Ⅰ,9.1,8.71,9,1135.6,25.4,0.54,0.025,0.008,0.62,*,*,正常
1000,云南省,西南诸河,中路村,2021-11-16 16:00:00,Ⅰ,11.9,8.2,8.79,551.8,5.1,0.78,0.025,0.005,0.24,*,*,正常
1001,云南省,滇池流域,滇池南(老),2021-11-16 12:00:00,劣Ⅴ,15.7,9.1,7.87,449.3,57.6,10.02,0.59,0.044,1.13,0.024,*,正常
1002,云南省,滇池流域,西苑隧道,2021-11-16 16:00:00,Ⅳ,15.1,8.31,11.25,572.9,9.4,5.46,0.31,0.095,3.98,0.015,3511435,正常
1003,云南省,长江流域,通仙桥,2021-11-16 16:00:00,Ⅳ,15.4,7.72,5.26,577.3,28.1,2,0.452,0.317,6.49,*,*,正常
1004,江苏省,长江流域,石臼湖省界湖心,2021-11-16 16:00:00,,16.2,8.24,10.66,288,47.2,4.56,0.113,--,--,0.015,34242520,维护
1005,江苏省,太湖流域,沙渚,2021-11-16 12:00:00,Ⅱ,14.8,7.91,9.21,569.7,61.7,1.51,0.27,0.053,1.91,0.025,*,正常
1006,江苏省,太湖流域,陈东港,2021-11-16 12:00:00,Ⅲ,15,7.88,10.17,481.1,80.6,4.39,0.071,0.148,1.28,*,*,正常
1007,江苏省,太湖流域,洪巷桥,2021-11-16 12:00:00,Ⅲ,14.7,8.13,6.79,494,48.8,4.22,0.24,0.152,3.67,*,*,正常
1008,江苏省,太湖流域,锡东水厂,2021-11-16 16:00:00,Ⅲ,14.7,8.24,9.71,385.5,43.8,3.21,0.042,0.031,0.93,0.004,3470150,正常
1009,江苏省,太湖流域,兰山嘴,2021-11-16 16:00:00,Ⅱ,15,8.41,12.82,420.2,47.6,2.97,0.025,0.024,1.31,0.006,19718600,正常
1010,江苏省,太湖流域,蠡桥,2021-11-16 16:00:00,Ⅱ,14.6,8,7.42,398.6,62.3,3.26,0.144,0.07,1.34,*,*,正常
1011,江苏省,太湖流域,殷村港桥,2021-11-16 12:00:00,Ⅲ,18.5,7.89,8.5,437.7,91.6,4.15,0.194,0.106,2.8,*,*,正常
1012,江苏省,太湖流域,大浦港桥,2021-11-16 16:00:00,Ⅲ,15.1,8.12,7.35,488.4,64.7,3.72,0.291,0.134,1.58,*,*,正常
1013,江苏省,太湖流域,五牧,2021-11-16 16:00:00,劣Ⅴ,15.8,7.85,7.05,555,196.7,5.2,0.268,0.508,1.92,*,*,正常
1014,江苏省,太湖流域,拖山,2021-11-16 16:00:00,Ⅲ,14.6,8.14,11.15,352.6,10.9,3.15,0.025,0.038,0.6,0.003,22735820,正常
1015,江苏省,太湖流域,五里湖心,2021-11-16 16:00:00,Ⅱ,15,7.51,8.65,409.3,62.6,3.24,0.15,0.016,0.8,0.015,3427130,正常
1016,江苏省,太湖流域,金潼桥,2021-11-16 16:00:00,Ⅲ,25.2,7.87,8.27,411.3,51.5,1.77,0.662,0.051,2.58,*,*,正常
1017,江苏省,太湖流域,大港桥,2021-11-16 16:00:00,Ⅰ,13.9,7.46,8.07,143.8,7.5,1.55,0.028,0.018,2.12,*,*,正常
1018,江苏省,太湖流域,长济桥,2021-11-16 16:00:00,Ⅲ,19.8,7.79,7.78,339.2,99.6,2.72,0.521,0.141,3.07,*,*,正常
1019,江苏省,太湖流域,钓邾大桥,2021-11-16 16:00:00,Ⅱ,16.4,7.66,7.21,620.1,56.5,3.02,0.163,0.085,1.94,*,*,正常
1020,江苏省,长江流域,小湾,2021-11-16 16:00:00,Ⅱ,18.9,7.99,8.41,314.6,48.6,2.39,0.025,0.071,1.21,*,*,正常
1021,江苏省,淮河流域,小红圈,2021-11-16 16:00:00,Ⅱ,13.9,8.43,11.4,902.9,10.4,2.47,0.025,*,*,*,*,正常
1022,江苏省,淮河流域,港上桥,2021-11-16 16:00:00,Ⅱ,14.2,8.71,13.57,686.4,11.7,2.27,0.156,0.074,8.42,*,*,正常
1023,江苏省,淮河流域,李庄,2021-11-16 16:00:00,Ⅲ,14,8.85,12.8,817.6,25,4.94,0.025,0.116,7.11,*,*,正常
1024,江苏省,淮河流域,蔺家坝,2021-11-16 12:00:00,Ⅲ,17.5,8.19,9.32,1112.6,53,5.1,0.181,0.108,2.36,*,*,正常
1025,江苏省,淮河流域,李集桥,2021-11-16 16:00:00,Ⅳ,13.6,8.36,9.46,1084.2,19.1,6.57,0.045,0.099,2.18,*,*,正常
1026,江苏省,淮河流域,华山闸,2021-11-16 16:00:00,Ⅲ,14.7,8.54,11.53,734.5,11.6,4.78,0.038,0.055,0.93,*,*,正常
1027,江苏省,淮河流域,沙庄桥,2021-11-16 12:00:00,Ⅳ,14.3,8.3,16.57,1165.2,42.4,9.19,0.025,0.126,2.52,*,*,正常
1028,江苏省,淮河流域,张楼,2021-11-16 16:00:00,Ⅲ,14.9,7.87,6.89,1065,30.9,4.62,0.097,0.104,5.32,*,*,正常
1029,江苏省,淮河流域,沙集西闸,2021-11-16 16:00:00,Ⅲ,13.8,8.02,9.21,1024.5,30.2,5.8,0.025,0.093,3.3,*,*,正常
1030,江苏省,淮河流域,艾山西大桥,2021-11-16 16:00:00,Ⅱ,13.3,8.79,23.48,912.2,9.5,3.32,0.025,0.071,15.32,*,*,正常
1031,江苏省,淮河流域,东偏泓,2021-11-16 16:00:00,Ⅱ,14.6,8.02,9.38,978.7,19.3,1.81,0.205,0.08,24.05,*,*,正常
1032,江苏省,长江流域,魏村,2021-11-16 12:00:00,,18.6,--,8.32,325.5,57.6,1.77,0.025,0.096,1.93,*,*,维护
1033,江苏省,太湖流域,姚巷桥,2021-11-16 16:00:00,Ⅲ,15.6,8.07,8,499.9,52.7,3.76,0.442,0.126,2.98,*,*,正常
1034,江苏省,太湖流域,黄埝桥,2021-11-16 16:00:00,Ⅲ,16.9,7.41,7.44,403.1,148.3,4.37,0.54,0.19,2.64,*,*,正常
1035,江苏省,太湖流域,落蓬湾,2021-11-16 12:00:00,,15.5,7.8,8.05,275.3,211.4,--,0.106,--,1.25,*,*,维护
1036,江苏省,太湖流域,西山,2021-11-16 12:00:00,Ⅳ,14.7,8.07,10.22,344.1,121.7,2.23,0.131,0.056,0.74,0.002,*,正常
1037,江苏省,太湖流域,胥湖心,2021-11-16 16:00:00,Ⅱ,15.7,8.01,10.28,347.5,18.3,3.03,0.025,0.013,0.75,0.004,3063990,正常
1038,江苏省,太湖流域,乌龟山南,2021-11-16 04:00:00,Ⅳ,14.9,8.08,9.76,304.1,336.1,3.01,0.049,0.052,0.82,0.002,16694700,正常
1039,江苏省,太湖流域,望亭上游,2021-11-16 16:00:00,Ⅲ,15.4,7.64,8.75,561.4,222.1,4.94,0.279,0.147,2.72,*,*,正常
1040,江苏省,太湖流域,千灯浦口,2021-11-16 16:00:00,Ⅲ,15.9,7.76,8.62,708.4,67.3,5.24,0.402,0.064,2.24,*,*,正常
1041,江苏省,太湖流域,朱厍港口,2021-11-16 16:00:00,Ⅲ,15.4,7.52,8.08,616.4,20.7,4.01,0.357,0.049,3.76,*,*,正常
1042,江苏省,太湖流域,浏河闸,2021-11-16 16:00:00,Ⅲ,18.4,7.44,6.68,364.3,83.6,2.51,0.192,0.178,2.02,*,*,正常
1043,江苏省,太湖流域,江边闸,2021-11-16 16:00:00,Ⅱ,16.3,7.34,6.98,647.2,26,2.72,0.062,0.076,2.21,*,*,正常
1044,江苏省,太湖流域,瓜泾口西,2021-11-16 16:00:00,Ⅱ,14.8,7.91,8.42,340.6,40.7,2.68,0.025,0.02,0.36,*,*,正常
1045,江苏省,太湖流域,航管站,2021-11-16 16:00:00,Ⅱ,15.4,8.48,9.64,398.9,34.1,2.85,0.025,0.019,0.37,*,*,正常
1046,江苏省,太湖流域,越溪桥,2021-11-16 16:00:00,Ⅳ,15.8,6.99,4.88,368.7,18.1,2.38,0.334,0.081,1.63,*,*,正常
1047,江苏省,太湖流域,312国道桥,2021-11-16 16:00:00,Ⅲ,15.4,8.43,9.91,386.7,55.7,4.52,0.025,0.041,1.19,*,*,正常
1048,江苏省,太湖流域,阳澄湖心,2021-11-16 16:00:00,Ⅳ,15.3,8.31,9.84,428.7,11.2,4.45,0.15,0.057,1.1,0.002,3107270,正常
1049,江苏省,太湖流域,赵屯(石浦大桥),2021-11-16 16:00:00,Ⅲ,15.2,7.03,6.62,854.5,86.7,3.42,0.779,0.119,2.14,*,*,正常
1050,江苏省,淮河流域,东安闸桥西,2021-11-16 16:00:00,Ⅲ,14.2,7.79,7.69,818.6,48.1,4.13,0.28,0.182,2.3,*,*,正常
1051,江苏省,长江流域,九圩港桥,2021-11-16 16:00:00,Ⅱ,18.2,8.06,8.4,344.9,77.1,2.21,0.025,0.093,1.64,*,*,正常
1052,江苏省,长江流域,碾砣港闸,2021-11-16 16:00:00,Ⅱ,18.4,8.23,8.12,369.9,49.5,2.04,0.055,0.086,1.85,*,*,正常
1053,江苏省,长江流域,聚南大桥,2021-11-16 16:00:00,Ⅱ,14.9,7.61,6.56,597.3,11,3.52,0.122,0.082,1.72,*,*,正常
1054,江苏省,长江流域,大洋港桥,2021-11-16 16:00:00,Ⅲ,16.3,8.02,7.66,554.7,143.4,2.57,0.152,0.162,1.77,*,*,正常
1055,江苏省,长江流域,塘芦港闸,2021-11-16 16:00:00,Ⅲ,14.1,7.9,6.43,1500.7,45.8,4.86,0.35,0.19,2.49,*,*,正常
1056,江苏省,淮河流域,小洋口,2021-11-16 16:00:00,Ⅲ,16,7.66,6.64,894.2,36.7,4.04,0.221,0.159,2.1,*,*,正常
1057,江苏省,淮河流域,环东闸口,2021-11-16 16:00:00,Ⅲ,15.5,7.11,5.39,731.2,65.5,3.81,0.249,0.179,2.65,*,*,正常
1058,江苏省,淮河流域,北凌新闸,2021-11-16 16:00:00,Ⅳ,16,7.86,8.12,1485.4,54.9,6.7,0.286,0.185,2.39,*,*,正常
1059,江苏省,淮河流域,黑林桥,2021-11-16 12:00:00,Ⅳ,12.9,8.92,11.24,610.3,28,6.64,0.025,*,*,*,*,正常
1060,江苏省,淮河流域,大兴桥,2021-11-16 12:00:00,Ⅲ,14.3,8.7,12.64,666.1,146.6,5.23,0.025,*,*,*,*,正常
1061,江苏省,淮河流域,新浦大桥,2021-11-16 12:00:00,Ⅱ,13.2,8.11,8.84,860.2,21.8,3.47,0.179,0.098,3.03,*,*,正常
1062,江苏省,淮河流域,柴米河桥,2021-11-16 12:00:00,Ⅲ,13.9,7.8,8.68,874,82.8,4.56,0.265,0.12,2.97,*,*,正常
1063,江苏省,淮河流域,善后河闸,2021-11-16 12:00:00,Ⅲ,12.9,7.76,8.25,1050.5,15.8,4.57,0.206,0.151,3.45,*,*,正常
1064,江苏省,淮河流域,灌河大桥,2021-11-16 12:00:00,Ⅲ,13.8,7.73,8.34,863.9,204.9,4.93,0.264,0.111,--,*,*,维护
1065,江苏省,淮河流域,新村桥,2021-11-16 12:00:00,Ⅱ,13.1,7.72,8.12,838.2,35.5,3.59,0.168,0.1,3.09,*,*,正常
1066,江苏省,淮河流域,沭南闸,2021-11-16 12:00:00,Ⅲ,13.2,8.87,16.39,620.9,45.2,4.91,0.025,0.103,5.67,*,*,正常
1067,江苏省,淮河流域,盐河桥,2021-11-16 12:00:00,,13.3,8.12,9.75,849.8,4.6,--,0.242,0.101,3.85,*,*,维护
1068,江苏省,淮河流域,袁闸,2021-11-16 12:00:00,Ⅲ,14.7,8.03,10.89,707.3,59.4,4.24,0.272,0.059,2.36,*,*,正常
1069,江苏省,淮河流域,墩尚水漫桥,2021-11-16 12:00:00,Ⅱ,12.3,7.97,9.64,643,25.3,3.37,0.025,0.098,5.63,*,*,正常
1070,江苏省,淮河流域,烧香北闸,2021-11-16 12:00:00,,12.1,8.3,11.23,2800.4,22.4,6.45,0.177,--,6.29,*,*,维护
1071,江苏省,淮河流域,大浦闸,2021-11-16 12:00:00,Ⅳ,16.5,7.29,12.52,2369.8,3.6,6.8,0.025,0.076,13.85,*,*,正常
1072,江苏省,淮河流域,大板跳闸,2021-11-16 12:00:00,Ⅳ,12.6,8.41,20,3096.4,8.6,7.19,0.305,0.075,4.52,*,*,正常
1073,江苏省,淮河流域,海头大桥,2021-11-16 12:00:00,Ⅲ,13.1,8.1,14.15,612,14.9,3.89,0.084,0.117,5.31,*,*,正常
1074,江苏省,淮河流域,坝头桥,2021-11-16 12:00:00,Ⅲ,12,8.3,16.5,631.8,15.4,4.53,0.025,0.046,4.79,*,*,正常
1075,江苏省,淮河流域,兴庄桥,2021-11-16 12:00:00,Ⅲ,12.4,7.91,13.5,638.6,40,4.32,0.21,0.097,3.77,*,*,正常
1076,江苏省,淮河流域,郑园桥,2021-11-16 12:00:00,Ⅲ,12.9,8.08,11.83,677.1,12.1,5.13,0.025,0.074,4.58,*,*,正常
1077,江苏省,淮河流域,范河桥,2021-11-16 12:00:00,劣Ⅴ,12.8,7.38,5.08,921.4,33.1,4.61,3.041,0.308,5.66,*,*,正常
1078,江苏省,淮河流域,四队桥,2021-11-16 12:00:00,Ⅲ,13.7,8.04,9.77,1121.9,20.4,4.55,0.09,0.109,2.5,*,*,正常
1079,江苏省,淮河流域,燕尾闸,2021-11-16 12:00:00,Ⅲ,15.1,7.81,8.61,1149.2,89.7,5.54,0.157,0.132,3.2,*,*,正常
1080,江苏省,淮河流域,新浦二桥,2021-11-16 12:00:00,Ⅲ,13.2,7.96,10.96,925.7,9,4.02,0.056,0.114,3.51,*,*,正常
1081,江苏省,淮河流域,老山乡,2021-11-16 16:00:00,Ⅴ,15.5,8.4,9.96,609.6,14.8,3.2,0.025,0.106,3.78,0.003,5259460,正常
1082,江苏省,淮河流域,淮河大桥,2021-11-16 16:00:00,Ⅱ,16.2,8.73,9.42,682.5,30,3.19,0.025,0.092,3.34,*,*,正常
1083,江苏省,淮河流域,高良涧镇,2021-11-16 16:00:00,Ⅳ,11.4,8.53,13.28,627.4,18.5,5.21,0.025,0.085,3.52,0.0004,850103,正常
1084,江苏省,淮河流域,五叉河口,2021-11-16 12:00:00,Ⅲ,14.2,8.24,8.48,994.6,72.7,4.12,0.188,0.084,2.57,*,*,正常
1085,江苏省,淮河流域,戴楼衡阳(塔集),2021-11-16 12:00:00,Ⅱ,14.3,8.07,8.2,637.5,25.6,2.66,0.48,0.076,2.78,0.014,*,正常
1086,江苏省,淮河流域,总渠苏嘴,2021-11-16 12:00:00,Ⅱ,13.8,8.03,9.03,652.5,129.4,3.82,0.143,0.089,3.5,*,*,正常
1087,江苏省,淮河流域,唐曹,2021-11-16 16:00:00,Ⅲ,14.5,7.87,7.65,639.5,49.9,4.48,0.352,0.114,2.12,*,*,正常
1088,江苏省,淮河流域,新洋港闸,2021-11-16 16:00:00,Ⅲ,17.2,7.66,5.42,890,86.3,5.53,0.301,0.088,2.88,*,*,正常
1089,江苏省,淮河流域,富民桥,2021-11-16 12:00:00,Ⅲ,14.8,7.87,6.87,1206.9,27.1,3.63,0.117,0.111,2.22,*,*,正常
1090,江苏省,淮河流域,大团桥,2021-11-16 12:00:00,Ⅲ,14.8,7.69,7.5,778.8,63.1,4.81,0.202,0.116,2.57,*,*,正常
1091,江苏省,淮河流域,龙冈凤凰桥,2021-11-16 12:00:00,Ⅲ,16.7,7.19,5.64,669.8,24.8,4.71,0.207,0.076,2.41,*,*,正常
1092,江苏省,淮河流域,六垛闸,2021-11-16 12:00:00,Ⅱ,12.8,8.22,9.44,653.2,125.6,2.41,0.14,0.035,1.66,*,*,正常
1093,江苏省,淮河流域,泰东大桥,2021-11-16 12:00:00,Ⅱ,16.6,7.94,8.11,349.7,88.5,2.66,0.085,0.085,2.38,*,*,正常
1094,江苏省,淮河流域,城北大桥,2021-11-16 12:00:00,Ⅳ,15.4,7.9,7.08,753.6,74.7,6.11,0.281,0.111,2.45,*,*,正常
1095,江苏省,淮河流域,草堰大桥,2021-11-16 12:00:00,Ⅲ,14.2,7.8,7.03,649.2,83,5.08,0.406,0.15,3.77,*,*,正常
1096,江苏省,淮河流域,射阳河闸,2021-11-16 12:00:00,Ⅲ,16,8.08,7.3,873.8,58.2,5.59,0.254,0.1,2.38,*,*,正常
1097,江苏省,淮河流域,黄沙港闸,2021-11-16 12:00:00,Ⅲ,13.4,7.18,7.55,1115.7,68.8,5.96,0.32,0.128,2.87,*,*,正常
1098,江苏省,淮河流域,斗龙港闸,2021-11-16 12:00:00,Ⅲ,16.6,7.63,6.74,746.8,16.5,4.33,0.253,0.106,2.63,*,*,正常
1099,江苏省,淮河流域,川东闸,2021-11-16 12:00:00,Ⅲ,14.8,8,7.21,2064.6,35.5,4.75,0.323,0.159,4.4,*,*,正常
1100,江苏省,淮河流域,头罾闸,2021-11-16 12:00:00,Ⅱ,13.4,8.27,9.84,614.2,83.5,3.68,0.037,0.044,1.67,*,*,正常
1101,江苏省,淮河流域,王港闸,2021-11-16 12:00:00,Ⅲ,14.6,8.01,7.96,1347.6,14.7,4.61,0.308,0.13,2.55,*,*,正常
1102,江苏省,长江流域,三江营,2021-11-16 16:00:00,Ⅱ,16.7,8.02,8.79,454.2,107.7,2.82,0.232,0.086,2.54,*,*,正常
1103,江苏省,淮河流域,湖心区,2021-11-16 12:00:00,Ⅲ,12.8,8.67,11.19,494.7,50.6,3.52,0.025,0.037,1.3,0.011,26216200,正常
1104,江苏省,淮河流域,槐泗河口,2021-11-16 16:00:00,Ⅱ,14.9,8.01,10.26,560.6,53.8,3.64,0.092,0.059,2.79,*,*,正常
1105,江苏省,淮河流域,大运河船闸(宝应船闸),2021-11-16 16:00:00,Ⅲ,13,7.9,10.7,641.3,67.4,3.83,0.181,0.109,2.4,*,*,正常
1106,江苏省,淮河流域,三垛西大桥,2021-11-16 12:00:00,Ⅲ,14.7,7.6,7.52,678.1,113.5,4.29,0.49,0.12,2.33,*,*,正常
1107,江苏省,淮河流域,江都西闸,2021-11-16 12:00:00,Ⅲ,15.4,8.07,8.97,636.2,96.2,5.64,0.095,0.094,2.02,*,*,正常
1108,江苏省,长江流域,冻青桥,2021-11-16 16:00:00,Ⅲ,14.4,7.81,9.7,538.4,28.3,5.56,0.862,0.145,2.93,*,*,正常
1109,江苏省,长江流域,小河口上游,2021-11-16 16:00:00,Ⅱ,18.5,7.9,8.32,319.5,59.5,1.81,0.025,0.087,1.52,*,*,正常
1110,江苏省,淮河流域,曹庄桥,2021-11-16 16:00:00,Ⅲ,15.5,7.76,9.06,628.9,44.7,4.43,0.125,0.077,2.72,*,*,正常
1111,江苏省,太湖流域,辛丰镇,2021-11-16 16:00:00,Ⅲ,18,7.59,8.26,333.2,117.7,3.06,0.066,0.128,2.02,*,*,正常
1112,江苏省,太湖流域,林家闸,2021-11-16 16:00:00,Ⅱ,18.8,7.93,8.26,295.4,68.5,2.2,0.025,0.081,1.4,*,*,正常
1113,江苏省,长江流域,新河桥,2021-11-16 16:00:00,Ⅱ,16.7,8.79,13.76,330.2,14.8,2.74,0.025,0.069,1.12,*,*,正常
1114,江苏省,长江流域,新港桥,2021-11-16 16:00:00,Ⅱ,16.7,8.35,10.71,309.4,11.8,2.22,0.025,0.059,1.19,*,*,正常
1115,江苏省,长江流域,北山水库,2021-11-16 16:00:00,Ⅲ,15.3,7.23,5.14,417.4,8.4,3.32,0.383,0.038,1.07,*,*,正常
1116,江苏省,太湖流域,吕城,2021-11-16 16:00:00,Ⅲ,16.5,8.11,8.41,394.4,169,3.75,0.044,0.133,2.14,*,*,正常
1117,江苏省,淮河流域,海陵大桥,2021-11-16 16:00:00,Ⅱ,19.5,7.93,7.48,320.3,32.2,1.43,0.041,0.08,1.83,*,*,正常
1118,江苏省,长江流域,马甸闸西,2021-11-16 16:00:00,Ⅱ,16.5,8.38,8.38,399.8,45,3.12,0.224,0.093,1.77,*,*,正常
1119,江苏省,长江流域,祥和大桥,2021-11-16 16:00:00,Ⅲ,16.2,7.79,6.66,400.9,64.3,3.54,0.707,0.194,3.3,*,*,正常
1120,江苏省,长江流域,夏仕港大桥,2021-11-16 12:00:00,Ⅱ,18.1,7.44,7.54,337.8,57,2.46,0.123,0.094,1.39,*,*,正常
1121,江苏省,淮河流域,骆马湖,2021-11-16 12:00:00,Ⅳ,12.3,8.12,12.8,861.6,19.9,6.15,0.025,0.054,4.29,0.001,*,正常
1122,江苏省,淮河流域,张嘴渡口,2021-11-16 12:00:00,Ⅳ,14.1,8.36,12.4,724.3,34.7,6.23,0.193,*,*,*,*,正常
1123,江苏省,淮河流域,洪泽湖高房咀,2021-11-16 12:00:00,Ⅲ,18.3,8.19,8.24,680.9,22.5,3.23,0.056,0.039,1.57,*,*,正常
1124,江苏省,淮河流域,临淮乡,2021-11-16 16:00:00,Ⅳ,15.4,8.54,12.65,674.9,19.7,5.57,0.025,0.063,2.56,0.006,26872960,正常
1125,江苏省,淮河流域,龙集镇北,2021-11-16 16:00:00,Ⅲ,13.7,8.74,14.57,630.2,12.8,3.8,0.025,0.032,1.5,0.001,3093671,正常
1126,江苏省,淮河流域,骆马湖乡,2021-11-16 16:00:00,Ⅲ,14.1,8.97,13.43,927.3,4.7,5,0.025,0.029,2.83,0.003,22210340,正常
1127,江苏省,淮河流域,三场,2021-11-16 16:00:00,劣Ⅴ,13.2,9.07,17.99,872.4,8,6.79,0.025,0.053,3.5,0.022,36794220,正常
1128,江苏省,淮河流域,马陵翻水站,2021-11-16 12:00:00,Ⅲ,13.7,8.74,10.88,957.5,47.2,4.85,0.082,0.072,2.48,*,*,正常
1129,江苏省,淮河流域,临淮乡入湖口,2021-11-16 16:00:00,Ⅳ,14.8,8.95,14.38,754.7,35.9,6.42,0.025,0.102,2,*,*,正常
1130,江苏省,淮河流域,砖瓦厂,2021-11-16 16:00:00,Ⅲ,15.4,8.57,16.18,873.1,16.5,5,0.116,0.095,2.13,*,*,正常
1131,江苏省,淮河流域,顾勒大桥,2021-11-16 16:00:00,Ⅲ,14.6,8.26,10.59,1046.8,23.3,5.07,0.51,0.123,4.67,*,*,正常
1132,江苏省,淮河流域,团结闸,2021-11-16 16:00:00,Ⅳ,14.5,8.61,12.6,1164.6,22.6,6.46,0.03,0.109,2.99,*,*,正常
1133,江苏省,淮河流域,大屈,2021-11-16 12:00:00,Ⅲ,14,8.6,14.34,975.8,6.7,5.56,0.025,0.102,3.41,*,*,正常
1134,江苏省,长江流域,林山,2021-11-16 16:00:00,Ⅱ,18.7,8,8.49,318.3,61.9,2.12,0.033,*,*,*,*,正常
1135,江苏省,长江流域,七桥瓮,2021-11-16 16:00:00,Ⅲ,17.3,7.67,7.1,416.2,40.2,2.28,0.354,0.101,3.22,*,*,正常
1136,江苏省,长江流域,节制闸,2021-11-16 16:00:00,Ⅱ,18.7,8.03,8.06,314.6,66,1.8,0.027,0.08,1.86,*,*,正常
1137,江苏省,长江流域,钱家渡,2021-11-16 12:00:00,,16.3,7.31,7.81,259.7,102.9,3.79,0.105,--,1.8,*,*,维护
1138,西藏自治区,西南诸河,才纳(帮布布),2021-11-16 12:00:00,Ⅱ,7.7,7.88,6.67,243.4,21.8,1.82,0.111,0.017,0.72,*,*,正常
